text,sr,rule,strategy,action_sequence
"If the server does not select a PSK, then the first three of these options are entirely orthogonal: the server independently selects a cipher suite, an (EC)DHE group and key share for key establishment, and a signature algorithm/certificate pair to authenticate itself to the client.
If there is no overlap between the received ""supported_groups"" and the groups supported by the server, then the server MUST abort the handshake with a ""handshake_failure"" or an ""insufficient_security"" alert.","{'protocol': 'TLS 1.3', 'content': ""If there is no overlap between the received 'supported_groups' and the groups supported by the server, then the server MUST abort the handshake with a 'handshake_failure' or an 'insufficient_security' alert."", 'message_type': 'Supported Groups Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""Supported Groups Extension"",
        ""field"": ""tls.handshake.extensions_supported_groups"",
        ""construction_rule"": {
            ""role"": ""client"",
            ""content"": ""When including key exchange group preferences in the ClientHello, the client MUST list groups in the 'supported_groups' extension that the client is willing to use.""
        },
        ""processing_rule"": {
            ""role"": ""server"",
            ""content"": ""Upon receiving the ClientHello, the server MUST check for overlap between the received 'supported_groups' and the groups it supports. If no overlap exists, the server MUST abort the handshake and send either a 'handshake_failure' or an 'insufficient_security' alert.""
        }
    }
}","{
    ""rule_violation"": ""The client fails to properly list key exchange groups in the 'supported_groups' extension of the ClientHello message, either by omitting it entirely, including an empty list, or listing groups not valid or supported."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""Supported Groups Extension"",
            ""field"": ""tls.handshake.extensions_supported_groups"",
            ""description"": ""Send a ClientHello message without including the 'supported_groups' extension."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""Supported Groups Extension"",
            ""field"": ""tls.handshake.extensions_supported_groups"",
            ""description"": ""Send a ClientHello message with the 'supported_groups' extension containing an empty list (length 0)."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""Supported Groups Extension"",
            ""field"": ""tls.handshake.extensions_supported_groups"",
            ""description"": ""Send a ClientHello message with the 'supported_groups' extension listing only invalid or obsolete groups (e.g., 0xFFFF)."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""Supported Groups Extension"",
            ""field"": ""tls.handshake.extensions_supported_groups"",
            ""description"": ""Send a ClientHello message with the 'supported_groups' extension listing groups in an incorrect format or encoding."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""Supported Groups Extension"",
            ""field"": ""tls.handshake.extensions_supported_groups"",
            ""description"": ""Send a ClientHello message with the 'supported_groups' extension listing groups in an order that explicitly violates client-server interoperability (e.g., listing deprecated or insecure groups first)."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.handshake"", ""Extension: supported_groups"", ""tls.handshake.extensions_supported_groups""],
            ""new_value"": [0x00, 0x01, 0x02]
        }
    ]
}"
"If the server does not select a PSK, then the first three of these options are entirely orthogonal: the server independently selects a cipher suite, an (EC)DHE group and key share for key establishment, and a signature algorithm/certificate pair to authenticate itself to the client.
If there is no overlap between the received ""supported_groups"" and the groups supported by the server, then the server MUST abort the handshake with a ""handshake_failure"" or an ""insufficient_security"" alert.","{'protocol': 'TLS 1.3', 'content': ""If there is no overlap between the received 'supported_groups' and the groups supported by the server, then the server MUST abort the handshake with a 'handshake_failure' or an 'insufficient_security' alert."", 'message_type': 'Supported Groups Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""Supported Groups Extension"",
        ""field"": ""tls.handshake.extensions_supported_groups"",
        ""construction_rule"": {
            ""role"": ""client"",
            ""content"": ""When including key exchange group preferences in the ClientHello, the client MUST list groups in the 'supported_groups' extension that the client is willing to use.""
        },
        ""processing_rule"": {
            ""role"": ""server"",
            ""content"": ""Upon receiving the ClientHello, the server MUST check for overlap between the received 'supported_groups' and the groups it supports. If no overlap exists, the server MUST abort the handshake and send either a 'handshake_failure' or an 'insufficient_security' alert.""
        }
    }
}","{
    ""rule_violation"": ""The client fails to properly list key exchange groups in the 'supported_groups' extension of the ClientHello message, either by omitting it entirely, including an empty list, or listing groups not valid or supported."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""Supported Groups Extension"",
            ""field"": ""tls.handshake.extensions_supported_groups"",
            ""description"": ""Send a ClientHello message without including the 'supported_groups' extension."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""Supported Groups Extension"",
            ""field"": ""tls.handshake.extensions_supported_groups"",
            ""description"": ""Send a ClientHello message with the 'supported_groups' extension containing an empty list (length 0)."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""Supported Groups Extension"",
            ""field"": ""tls.handshake.extensions_supported_groups"",
            ""description"": ""Send a ClientHello message with the 'supported_groups' extension listing only invalid or obsolete groups (e.g., 0xFFFF)."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""Supported Groups Extension"",
            ""field"": ""tls.handshake.extensions_supported_groups"",
            ""description"": ""Send a ClientHello message with the 'supported_groups' extension listing groups in an incorrect format or encoding."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""Supported Groups Extension"",
            ""field"": ""tls.handshake.extensions_supported_groups"",
            ""description"": ""Send a ClientHello message with the 'supported_groups' extension listing groups in an order that explicitly violates client-server interoperability (e.g., listing deprecated or insecure groups first)."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.handshake"", ""Extension: supported_groups"", ""tls.handshake.extensions_supported_groups""],
            ""new_value"": [0x00, 0x01, 0x00, 0x02]
        }
    ]
}"
"cipher_suite: The single cipher suite selected by the server from the list in ClientHello.cipher_suites.
A client which receives a cipher suite that was not offered MUST abort the handshake with an ""illegal_parameter"" alert.","{'protocol': 'TLS 1.3', 'content': ""A client which receives a cipher suite that was not offered MUST abort the handshake with an 'illegal_parameter' alert."", 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.handshake.ciphersuites"",
        ""construction_rule"": {
            ""role"": ""server"",
            ""content"": ""The server MUST select a cipher suite from the list offered by the client in the ClientHello message.""
        },
        ""processing_rule"": {
            ""role"": ""client"",
            ""content"": ""If the client receives a cipher suite in the ServerHello message that was not offered in its ClientHello, the client MUST abort the handshake with an 'illegal_parameter' alert.""
        }
    }
}","{
    ""rule_violation"": ""The server selects a cipher suite for the ServerHello message that was not offered by the client in its ClientHello message."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.ciphersuites"",
            ""description"": ""Send a ServerHello message with a cipher suite not listed in the ClientHello message (e.g., selecting TLS_AES_128_GCM_SHA256 when it's not offered by the client)."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.ciphersuites"",
            ""description"": ""Send a ServerHello message with an invalid cipher suite identifier (e.g., 0xFFFF) that was not included in the ClientHello message."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.ciphersuites"",
            ""description"": ""Send a ServerHello message with the cipher suite field omitted completely, assuming the client did not offer any suite."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.handshake"", ""tls.handshake.ciphersuites""],
            ""new_value"": [0x13, 0x01]
        }
    ]
}"
"cipher_suite: The single cipher suite selected by the server from the list in ClientHello.cipher_suites.
A client which receives a cipher suite that was not offered MUST abort the handshake with an ""illegal_parameter"" alert.","{'protocol': 'TLS 1.3', 'content': ""A client which receives a cipher suite that was not offered MUST abort the handshake with an 'illegal_parameter' alert."", 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.handshake.ciphersuites"",
        ""construction_rule"": {
            ""role"": ""server"",
            ""content"": ""The server MUST select a cipher suite from the list offered by the client in the ClientHello message.""
        },
        ""processing_rule"": {
            ""role"": ""client"",
            ""content"": ""If the client receives a cipher suite in the ServerHello message that was not offered in its ClientHello, the client MUST abort the handshake with an 'illegal_parameter' alert.""
        }
    }
}","{
    ""rule_violation"": ""The server selects a cipher suite for the ServerHello message that was not offered by the client in its ClientHello message."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.ciphersuites"",
            ""description"": ""Send a ServerHello message with a cipher suite not listed in the ClientHello message (e.g., selecting TLS_AES_128_GCM_SHA256 when it's not offered by the client)."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.ciphersuites"",
            ""description"": ""Send a ServerHello message with an invalid cipher suite identifier (e.g., 0xFFFF) that was not included in the ClientHello message."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.ciphersuites"",
            ""description"": ""Send a ServerHello message with the cipher suite field omitted completely, assuming the client did not offer any suite."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.handshake"", ""tls.handshake.ciphersuites""],
            ""new_value"": [0xFF, 0xFF]
        }
    ]
}"
"cipher_suite: The single cipher suite selected by the server from the list in ClientHello.cipher_suites.
A client which receives a cipher suite that was not offered MUST abort the handshake with an ""illegal_parameter"" alert.","{'protocol': 'TLS 1.3', 'content': ""A client which receives a cipher suite that was not offered MUST abort the handshake with an 'illegal_parameter' alert."", 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.handshake.ciphersuites"",
        ""construction_rule"": {
            ""role"": ""server"",
            ""content"": ""The server MUST select a cipher suite from the list offered by the client in the ClientHello message.""
        },
        ""processing_rule"": {
            ""role"": ""client"",
            ""content"": ""If the client receives a cipher suite in the ServerHello message that was not offered in its ClientHello, the client MUST abort the handshake with an 'illegal_parameter' alert.""
        }
    }
}","{
    ""rule_violation"": ""The server selects a cipher suite for the ServerHello message that was not offered by the client in its ClientHello message."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.ciphersuites"",
            ""description"": ""Send a ServerHello message with a cipher suite not listed in the ClientHello message (e.g., selecting TLS_AES_128_GCM_SHA256 when it's not offered by the client)."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.ciphersuites"",
            ""description"": ""Send a ServerHello message with an invalid cipher suite identifier (e.g., 0xFFFF) that was not included in the ClientHello message."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.ciphersuites"",
            ""description"": ""Send a ServerHello message with the cipher suite field omitted completely, assuming the client did not offer any suite."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""remove"",
            ""fields"": [""tls"", ""tls.record"", ""tls.handshake"", ""tls.handshake.ciphersuites""]
        },
        {
            ""action"": ""remove"",
            ""fields"": [""tls"", ""tls.record"", ""tls.handshake"", ""tls.handshake.cipher_suites_length""]
        }
    ]
}"
legacy_compression_method: A single byte which MUST have the value 0.,"{'protocol': 'TLS 1.3', 'content': 'legacy_compression_method field must have the value 0.', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.handshake.comp_methods"",
        ""construction_rule"": {
            ""role"": ""client"",
            ""content"": ""When constructing the ClientHello message in TLS 1.3, the client MUST set the legacy_compression_method field to 0 to indicate no compression.""
        },
        ""processing_rule"": {
            ""role"": ""server"",
            ""content"": ""Upon receiving the ClientHello message, the server MUST verify that the legacy_compression_method field is set to 0. If it is not, the server MUST abort the handshake with an 'illegal_parameter' alert.""
        }
    }
}","{
    ""rule_violation"": ""The client sets the legacy_compression_method field to a value other than 0, violating the requirement to indicate no compression."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.comp_methods"",
            ""description"": ""Send a ClientHello message with the legacy_compression_method field set to 1 instead of 0."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.comp_methods"",
            ""description"": ""Send a ClientHello message with the legacy_compression_method field set to 255, indicating an unsupported compression method."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.comp_methods"",
            ""description"": ""Send a ClientHello message with the legacy_compression_method field set to a random invalid value like 3."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.comp_methods"",
            ""description"": ""Send a ClientHello message without the legacy_compression_method field entirely."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.handshake"", ""tls.handshake.comp_methods""],
            ""new_value"": [0x01]
        }
    ]
}"
legacy_compression_method: A single byte which MUST have the value 0.,"{'protocol': 'TLS 1.3', 'content': 'legacy_compression_method field must have the value 0.', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.handshake.comp_methods"",
        ""construction_rule"": {
            ""role"": ""client"",
            ""content"": ""When constructing the ClientHello message in TLS 1.3, the client MUST set the legacy_compression_method field to 0 to indicate no compression.""
        },
        ""processing_rule"": {
            ""role"": ""server"",
            ""content"": ""Upon receiving the ClientHello message, the server MUST verify that the legacy_compression_method field is set to 0. If it is not, the server MUST abort the handshake with an 'illegal_parameter' alert.""
        }
    }
}","{
    ""rule_violation"": ""The client sets the legacy_compression_method field to a value other than 0, violating the requirement to indicate no compression."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.comp_methods"",
            ""description"": ""Send a ClientHello message with the legacy_compression_method field set to 1 instead of 0."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.comp_methods"",
            ""description"": ""Send a ClientHello message with the legacy_compression_method field set to 255, indicating an unsupported compression method."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.comp_methods"",
            ""description"": ""Send a ClientHello message with the legacy_compression_method field set to a random invalid value like 3."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.comp_methods"",
            ""description"": ""Send a ClientHello message without the legacy_compression_method field entirely."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.handshake"", ""tls.handshake.comp_methods""],
            ""new_value"": [0xFF]
        }
    ]
}"
legacy_compression_method: A single byte which MUST have the value 0.,"{'protocol': 'TLS 1.3', 'content': 'legacy_compression_method field must have the value 0.', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.handshake.comp_methods"",
        ""construction_rule"": {
            ""role"": ""client"",
            ""content"": ""When constructing the ClientHello message in TLS 1.3, the client MUST set the legacy_compression_method field to 0 to indicate no compression.""
        },
        ""processing_rule"": {
            ""role"": ""server"",
            ""content"": ""Upon receiving the ClientHello message, the server MUST verify that the legacy_compression_method field is set to 0. If it is not, the server MUST abort the handshake with an 'illegal_parameter' alert.""
        }
    }
}","{
    ""rule_violation"": ""The client sets the legacy_compression_method field to a value other than 0, violating the requirement to indicate no compression."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.comp_methods"",
            ""description"": ""Send a ClientHello message with the legacy_compression_method field set to 1 instead of 0."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.comp_methods"",
            ""description"": ""Send a ClientHello message with the legacy_compression_method field set to 255, indicating an unsupported compression method."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.comp_methods"",
            ""description"": ""Send a ClientHello message with the legacy_compression_method field set to a random invalid value like 3."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.comp_methods"",
            ""description"": ""Send a ClientHello message without the legacy_compression_method field entirely."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.handshake"", ""tls.handshake.comp_methods""],
            ""new_value"": [0x03]
        }
    ]
}"
legacy_compression_method: A single byte which MUST have the value 0.,"{'protocol': 'TLS 1.3', 'content': 'legacy_compression_method field must have the value 0.', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.handshake.comp_methods"",
        ""construction_rule"": {
            ""role"": ""client"",
            ""content"": ""When constructing the ClientHello message in TLS 1.3, the client MUST set the legacy_compression_method field to 0 to indicate no compression.""
        },
        ""processing_rule"": {
            ""role"": ""server"",
            ""content"": ""Upon receiving the ClientHello message, the server MUST verify that the legacy_compression_method field is set to 0. If it is not, the server MUST abort the handshake with an 'illegal_parameter' alert.""
        }
    }
}","{
    ""rule_violation"": ""The client sets the legacy_compression_method field to a value other than 0, violating the requirement to indicate no compression."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.comp_methods"",
            ""description"": ""Send a ClientHello message with the legacy_compression_method field set to 1 instead of 0."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.comp_methods"",
            ""description"": ""Send a ClientHello message with the legacy_compression_method field set to 255, indicating an unsupported compression method."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.comp_methods"",
            ""description"": ""Send a ClientHello message with the legacy_compression_method field set to a random invalid value like 3."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake.comp_methods"",
            ""description"": ""Send a ClientHello message without the legacy_compression_method field entirely."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""remove"",
            ""fields"": [""tls"", ""tls.record"", ""tls.handshake"", ""tls.handshake.comp_methods""]
        },
        {
            ""action"": ""remove"",
            ""fields"": [""tls"", ""tls.record"", ""tls.handshake"", ""tls.handshake.comp_methods_length""]
        }
    ]
}"
"2.
There are no guarantees of non-replay between connections.
Protection against replay for ordinary TLS 1.3 1-RTT data is provided via the server's Random value, but 0-RTT data does not depend on the ServerHello and therefore has weaker guarantees.
This is especially relevant if the data is authenticated either with TLS client authentication or inside the application protocol.
The same warnings apply to any use of the early_exporter_master_secret.","{'protocol': 'TLS 1.3', 'content': 'The same warnings about replay protection apply to any use of the early_exporter_master_secret.', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.handshake"",
        ""construction_rule"": {
            ""role"": ""client"",
            ""content"": ""When constructing messages that make use of the early_exporter_master_secret, the client must ensure replay protection mechanisms are in place, as the same warnings about replay protection apply to any usage of this secret.""
        },
        ""processing_rule"": {
            ""role"": ""server"",
            ""content"": ""Upon receiving messages relying on the early_exporter_master_secret, the server must ensure replay protection is enforced, as any use of this secret is subject to the same warnings about replay protection.""
        }
    }
}","{
    ""rule_violation"": ""The client fails to ensure replay protection mechanisms are in place when using the early_exporter_master_secret, violating the requirement for replay protection."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake"",
            ""description"": ""Send a sequence of handshake messages using the same early_exporter_master_secret multiple times without replay protection mechanisms in place."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake"",
            ""description"": ""Send repeated handshake messages using the early_exporter_master_secret where the replay protection feature is explicitly disabled or bypassed."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake"",
            ""description"": ""Use the early_exporter_master_secret in a handshake message sent twice in quick succession with identical nonces, violating replay protection requirements."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record"", ""tls.handshake"", ""tls.handshake.early_exporter_master_secret""],
            ""value"": [0x00, 0x00, 0x00, 0x00]
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record"", ""tls.handshake"", ""tls.handshake.early_exporter_master_secret""],
            ""value"": [0x00, 0x00, 0x00, 0x00]
        }
    ]
}"
"2.
There are no guarantees of non-replay between connections.
Protection against replay for ordinary TLS 1.3 1-RTT data is provided via the server's Random value, but 0-RTT data does not depend on the ServerHello and therefore has weaker guarantees.
This is especially relevant if the data is authenticated either with TLS client authentication or inside the application protocol.
The same warnings apply to any use of the early_exporter_master_secret.","{'protocol': 'TLS 1.3', 'content': 'The same warnings about replay protection apply to any use of the early_exporter_master_secret.', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.handshake"",
        ""construction_rule"": {
            ""role"": ""client"",
            ""content"": ""When constructing messages that make use of the early_exporter_master_secret, the client must ensure replay protection mechanisms are in place, as the same warnings about replay protection apply to any usage of this secret.""
        },
        ""processing_rule"": {
            ""role"": ""server"",
            ""content"": ""Upon receiving messages relying on the early_exporter_master_secret, the server must ensure replay protection is enforced, as any use of this secret is subject to the same warnings about replay protection.""
        }
    }
}","{
    ""rule_violation"": ""The client fails to ensure replay protection mechanisms are in place when using the early_exporter_master_secret, violating the requirement for replay protection."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake"",
            ""description"": ""Send a sequence of handshake messages using the same early_exporter_master_secret multiple times without replay protection mechanisms in place."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake"",
            ""description"": ""Send repeated handshake messages using the early_exporter_master_secret where the replay protection feature is explicitly disabled or bypassed."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake"",
            ""description"": ""Use the early_exporter_master_secret in a handshake message sent twice in quick succession with identical nonces, violating replay protection requirements."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record"", ""tls.handshake"", ""tls.handshake.early_exporter_master_secret""],
            ""value"": [0x00]
        }
    ]
}"
"2.
There are no guarantees of non-replay between connections.
Protection against replay for ordinary TLS 1.3 1-RTT data is provided via the server's Random value, but 0-RTT data does not depend on the ServerHello and therefore has weaker guarantees.
This is especially relevant if the data is authenticated either with TLS client authentication or inside the application protocol.
The same warnings apply to any use of the early_exporter_master_secret.","{'protocol': 'TLS 1.3', 'content': 'The same warnings about replay protection apply to any use of the early_exporter_master_secret.', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.handshake"",
        ""construction_rule"": {
            ""role"": ""client"",
            ""content"": ""When constructing messages that make use of the early_exporter_master_secret, the client must ensure replay protection mechanisms are in place, as the same warnings about replay protection apply to any usage of this secret.""
        },
        ""processing_rule"": {
            ""role"": ""server"",
            ""content"": ""Upon receiving messages relying on the early_exporter_master_secret, the server must ensure replay protection is enforced, as any use of this secret is subject to the same warnings about replay protection.""
        }
    }
}","{
    ""rule_violation"": ""The client fails to ensure replay protection mechanisms are in place when using the early_exporter_master_secret, violating the requirement for replay protection."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake"",
            ""description"": ""Send a sequence of handshake messages using the same early_exporter_master_secret multiple times without replay protection mechanisms in place."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake"",
            ""description"": ""Send repeated handshake messages using the early_exporter_master_secret where the replay protection feature is explicitly disabled or bypassed."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.handshake"",
            ""description"": ""Use the early_exporter_master_secret in a handshake message sent twice in quick succession with identical nonces, violating replay protection requirements."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record"", ""tls.handshake"", ""tls.handshake.early_exporter_master_secret""],
            ""value"": []
        },
        {
            ""action"": ""add"",
            ""fields"": [""tls"", ""tls.record"", ""tls.handshake"", ""tls.handshake.nonce""],
            ""value"": [0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00]
        }
    ]
}"
